country,subnational,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020
India,Chhattisgarh,Bijapur,30,879329,540837,498772,58,22,85,97,77,50,265,242,243,64,87,549,246,82,80,53,226,68,290,260,77
India,Chhattisgarh,Bijapur,50,879329,448435,3357,58,5,26,28,,96,59,62,64,23,62,380,57,47,46,4,90,48,250,23,46
India,Chhattisgarh,Bijapur,75,879329,3346,8002,58,6,7,,5,8,2,9,0,23,5,26,,9,5,8,9,6,43,2,3
India,Chhattisgarh,Bilaspur,0,555476,555476,555476,2,89,30,29,50,54,0,8,82,37,56,49,24,64,4,9,3,6,,2,3
India,Chhattisgarh,Bilaspur,0,555476,82797,63566,2,78,2,2,7,34,69,56,58,8,0,8,93,42,0,5,3,6,0,,3
India,Chhattisgarh,Bilaspur,5,555476,7887,48834,2,75,20,9,7,30,64,52,55,6,2,2,86,40,8,5,3,6,0,,3
India,Chhattisgarh,Bilaspur,20,555476,68082,47832,2,75,20,8,5,30,63,50,54,6,0,,85,38,8,4,3,6,0,,2
India,Chhattisgarh,Bilaspur,25,555476,63782,45546,2,72,8,5,97,28,60,48,5,4,97,7,82,33,6,4,3,6,0,,2
India,Chhattisgarh,Bilaspur,30,555476,52822,34569,2,7,8,5,96,28,59,47,5,4,95,7,80,28,3,4,3,6,0,,2
India,Chhattisgarh,Bilaspur,50,555476,3672,2469,2,5,5,5,39,,33,22,26,5,52,7,5,3,0,,,3,0,0,0
India,Chhattisgarh,Bilaspur,75,555476,308,2,2,7,,,2,,,3,2,0,8,7,5,0,0,0,0,0,0,0,0
India,Chhattisgarh,Dantewada,0,298090,298090,298090,7,23,90,65,72,96,95,58,96,85,70,3,9,8,202,72,490,207,506,54,267
India,Chhattisgarh,Dantewada,0,298090,22782,8464,7,20,63,60,64,89,85,44,86,77,64,95,80,93,60,32,42,69,435,470,205
India,Chhattisgarh,Dantewada,5,298090,630,9459,7,20,5,57,58,84,80,37,8,73,63,88,75,87,50,24,405,59,49,452,9
India,Chhattisgarh,Dantewada,20,298090,5709,92970,7,9,47,56,55,82,79,34,79,7,62,87,73,83,44,7,39,55,408,440,82
India,Chhattisgarh,Dantewada,25,298090,98454,8896,7,8,38,54,52,80,77,29,76,68,60,85,69,77,35,9,375,47,397,425,7
India,Chhattisgarh,Dantewada,30,298090,88405,78733,7,7,34,53,5,79,76,26,75,64,60,83,67,70,25,96,356,36,379,406,53
India,Chhattisgarh,Dantewada,50,298090,66566,3430,7,,67,34,28,50,5,88,5,27,47,63,39,42,85,56,255,88,273,294,96
India,Chhattisgarh,Dantewada,75,298090,8275,45,7,3,,0,3,7,0,7,7,27,0,,7,,2,3,9,4,6,7,6
India,Chhattisgarh,Dhamtari,0,406306,406306,406306,,3,3,5,89,5,43,46,49,26,48,30,0,22,7,4,5,8,6,8,8
India,Chhattisgarh,Dhamtari,0,406306,30778,2849,,29,27,3,77,46,39,42,39,20,44,23,8,20,4,3,5,7,5,8,8
India,Chhattisgarh,Dhamtari,5,406306,4898,8630,,29,26,3,75,45,39,4,38,9,43,22,77,9,3,3,4,6,4,8,8
India,Chhattisgarh,Dhamtari,20,406306,270,7925,,28,25,3,74,45,38,4,37,9,43,2,77,9,3,3,3,6,4,8,8
India,Chhattisgarh,Dhamtari,25,406306,278,5377,,27,24,3,72,44,38,40,37,9,42,9,74,8,3,2,3,6,3,8,8
India,Chhattisgarh,Dhamtari,30,406306,84698,87870,,27,23,3,7,44,37,40,37,8,4,8,7,5,3,2,2,5,,8,8
India,Chhattisgarh,Dhamtari,50,406306,3747,0,,20,9,6,34,32,25,25,2,,26,87,39,4,2,,2,0,8,5,6
India,Chhattisgarh,Dhamtari,75,406306,529,0,,6,,2,7,4,5,9,9,6,6,7,2,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,0,298982,298982,298982,0,3,2,,,,3,,2,,0,4,,,,3,0,0,0,0,0
India,Chhattisgarh,Durg,0,298982,622,244,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,5,298982,99,83,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,20,298982,64,68,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,25,298982,44,34,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,30,298982,30,22,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,50,298982,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,75,298982,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Gariaband,0,422957,422957,422957,,42,,33,27,36,94,99,246,98,87,637,46,87,98,2,6,74,40,46,26
India,Chhattisgarh,Gariaband,0,422957,898,68766,,32,97,27,26,8,82,70,204,76,70,554,357,74,78,,3,68,36,40,25
India,Chhattisgarh,Gariaband,5,422957,64654,3436,,3,94,26,206,4,80,66,97,72,65,542,346,69,74,,,66,35,38,25
India,Chhattisgarh,Gariaband,20,422957,55306,3264,,30,93,26,204,3,80,63,95,7,64,537,34,66,69,,,65,34,38,24
India,Chhattisgarh,Gariaband,25,422957,42628,27460,,27,88,25,94,0,78,56,89,67,59,525,327,6,62,0,0,63,32,37,23
India,Chhattisgarh,Gariaband,30,422957,487,99238,,26,87,24,9,9,77,53,87,66,57,57,320,47,47,0,9,6,30,34,23
India,Chhattisgarh,Gariaband,50,422957,40069,229,,90,50,,84,59,48,8,0,32,90,38,76,5,0,6,4,3,4,6,2
India,Chhattisgarh,Gariaband,75,422957,8,7,,3,7,3,4,5,5,9,25,8,25,94,66,0,0,0,0,0,0,0,0
India,Chhattisgarh,Janjgir-Champa,0,387475,387475,387475,0,37,3,2,4,5,2,3,9,2,5,6,7,0,0,,0,0,0,0,0
India,Chhattisgarh,Janjgir-Champa,0,387475,436,902,0,37,2,,3,3,5,2,8,,,3,3,0,0,0,0,0,0,0,0
India,Chhattisgarh,Janjgir-Champa,5,387475,2007,58,0,37,2,,2,3,5,2,8,,0,2,3,0,0,0,0,0,0,0,0
India,Chhattisgarh,Janjgir-Champa,20,387475,79,988,0,37,2,,2,3,4,2,7,,0,2,3,0,0,0,0,0,0,0,0
India,Chhattisgarh,Janjgir-Champa,25,387475,26,74,0,36,2,,2,3,4,2,7,,9,2,3,0,0,0,0,0,0,0,0
India,Chhattisgarh,Janjgir-Champa,30,387475,82,532,0,36,2,,2,3,4,2,7,,9,2,3,0,0,0,0,0,0,0,0
India,Chhattisgarh,Janjgir-Champa,50,387475,95,26,0,32,,0,,,,,2,0,2,,,0,0,0,0,0,0,0,0
India,Chhattisgarh,Janjgir-Champa,75,387475,60,,0,28,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Jashpur,0,58234,58234,58234,2,8,2,4,4,3,2,3,7,3,4,6,9,7,20,6,2,22,5,0,0
India,Chhattisgarh,Jashpur,0,58234,5795,96466,2,8,,3,4,,4,,4,0,3,4,6,0,4,3,2,0,4,7,8
India,Chhattisgarh,Jashpur,5,58234,97534,73028,2,8,,3,4,,3,,4,0,3,4,6,8,,3,,8,3,7,7
India,Chhattisgarh,Jashpur,20,58234,92509,70446,2,8,,3,3,,3,,4,0,2,4,5,7,,3,,7,3,6,7
India,Chhattisgarh,Jashpur,25,58234,85273,65467,2,7,,3,3,,2,,4,0,2,4,5,7,0,3,,6,2,6,7
India,Chhattisgarh,Jashpur,30,58234,73535,52235,2,7,,3,3,,2,,4,0,2,4,4,5,9,3,,5,2,4,6
India,Chhattisgarh,Jashpur,50,58234,25093,575,2,5,,2,2,0,9,,2,7,,2,2,2,3,,0,,0,,2
India,Chhattisgarh,Jashpur,75,58234,275,467,2,4,0,,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Kabeerdham,0,422230,422230,422230,3,32,2,30,72,25,55,6,57,7,39,26,25,2,67,46,32,45,8,26,23
India,Chhattisgarh,Kabeerdham,0,422230,3470,92527,3,29,7,9,53,7,7,84,4,93,32,84,8,,35,8,4,30,5,3,3
India,Chhattisgarh,Kabeerdham,5,422230,93089,78208,3,29,7,8,50,4,0,80,5,90,3,76,6,9,32,4,2,28,5,2,
India,Chhattisgarh,Kabeerdham,20,422230,87904,76609,3,29,6,8,48,3,8,78,3,89,3,73,5,9,3,3,,28,4,,0
India,Chhattisgarh,Kabeerdham,25,422230,80732,7380,3,27,5,6,42,98,95,74,86,83,27,60,3,8,27,,,27,4,0,9
India,Chhattisgarh,Kabeerdham,30,422230,68990,63598,3,27,5,6,4,98,94,73,84,82,26,58,2,7,23,9,9,24,4,8,8
India,Chhattisgarh,Kabeerdham,50,422230,3937,242,3,24,3,6,7,63,38,38,39,48,6,88,4,2,9,3,3,0,2,3,3
India,Chhattisgarh,Kabeerdham,75,422230,942,50,3,3,,0,,4,2,6,,5,,7,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Kondagaon,0,5099,5099,5099,6,49,34,7,76,6,582,79,2,32,64,2506,633,36,32,83,25,29,45,80,6
India,Chhattisgarh,Kondagaon,0,5099,54925,52307,6,409,305,6,56,554,54,53,3,24,44,2225,569,27,73,48,9,22,3,57,8
India,Chhattisgarh,Kondagaon,5,5099,36826,23475,6,407,295,5,48,537,497,46,0,23,39,249,543,24,66,43,8,20,28,54,75
India,Chhattisgarh,Kondagaon,20,5099,28363,224,6,406,292,4,47,532,493,45,99,23,38,233,538,23,63,4,7,8,27,53,73
India,Chhattisgarh,Kondagaon,25,5099,9634,8227,6,402,283,4,4,58,478,40,96,2,35,2068,523,2,58,38,6,7,25,5,70
India,Chhattisgarh,Kondagaon,30,5099,269,93982,6,40,28,4,39,509,473,38,95,2,33,2036,52,8,47,32,3,5,22,47,62
India,Chhattisgarh,Kondagaon,50,5099,423,8878,6,337,202,7,74,309,270,79,59,9,78,23,320,6,8,8,5,8,0,8,32
India,Chhattisgarh,Kondagaon,75,5099,469,0,6,66,85,,0,46,36,,7,,3,63,68,0,0,0,0,0,0,0,0
India,Chhattisgarh,Korba,0,660932,660932,660932,2,29,2,9,55,37,49,38,90,36,83,9,75,34,5,24,2,69,,28,9
India,Chhattisgarh,Korba,0,660932,200563,5682,2,25,8,7,40,25,34,30,74,26,60,73,4,7,9,2,,60,,27,7
India,Chhattisgarh,Korba,5,660932,79344,8380,2,23,7,7,38,25,33,28,7,25,57,72,35,8,7,20,,55,,26,5
India,Chhattisgarh,Korba,20,660932,72257,44,2,23,7,6,38,24,3,28,70,25,56,7,33,7,7,20,,5,,26,5
India,Chhattisgarh,Korba,25,660932,57693,9386,2,9,7,6,34,22,29,26,67,24,53,68,25,6,6,9,,45,,26,4
India,Chhattisgarh,Korba,30,660932,34282,84264,2,8,6,6,34,22,29,26,67,24,53,68,24,5,6,8,,40,,25,3
India,Chhattisgarh,Korba,50,660932,3707,635,2,8,3,3,9,9,8,0,23,4,20,24,44,0,2,9,9,0,,8,7
India,Chhattisgarh,Korba,75,660932,7,26,2,87,2,,,,,,2,6,,3,2,0,0,0,0,,0,2,0
India,Chhattisgarh,Koriya,0,66372,66372,66372,,2,,4,4,8,3,,7,8,0,28,2,6,3,3,8,0,0,,0
India,Chhattisgarh,Koriya,0,66372,24424,6895,,,,3,3,2,8,9,3,6,7,2,6,3,,2,0,0,0,,0
India,Chhattisgarh,Koriya,5,66372,68994,297,,,0,2,2,0,7,9,2,5,7,8,3,2,,2,0,0,0,,0
India,Chhattisgarh,Koriya,20,66372,53679,6573,,0,0,2,2,9,6,9,2,5,6,7,2,,,2,0,0,0,,0
India,Chhattisgarh,Koriya,25,66372,4063,6098,,0,0,2,2,9,5,8,,5,6,6,,,,2,0,0,0,,0
India,Chhattisgarh,Koriya,30,66372,5888,79594,,9,0,2,2,9,5,8,,5,5,6,,,,2,0,0,0,0,0
India,Chhattisgarh,Koriya,50,66372,22535,6864,,4,0,0,0,,,,3,,3,8,2,0,0,,0,0,0,0,0
India,Chhattisgarh,Koriya,75,66372,83,86,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Mahasamund,0,475380,475380,475380,3,33,22,,24,27,0,6,33,0,90,87,20,5,3,0,0,0,2,0,0
India,Chhattisgarh,Mahasamund,0,475380,23307,26404,3,27,6,8,5,8,6,6,,3,46,42,76,6,,0,0,0,,0,0
India,Chhattisgarh,Mahasamund,5,475380,506,9432,3,27,6,8,4,7,6,5,0,2,43,38,60,4,0,0,0,0,,0,0
India,Chhattisgarh,Mahasamund,20,475380,3403,895,3,27,6,8,4,7,5,5,0,2,4,36,56,3,0,0,0,0,,0,0
India,Chhattisgarh,Mahasamund,25,475380,340,7565,3,26,5,8,4,7,5,5,9,2,4,35,53,,0,0,0,0,,0,0
India,Chhattisgarh,Mahasamund,30,475380,725,3348,3,26,5,8,4,7,5,5,9,2,4,34,50,,0,0,0,0,0,0,0
India,Chhattisgarh,Mahasamund,50,475380,638,63,3,9,7,3,6,5,2,3,4,,5,9,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Mahasamund,75,475380,68,2,3,0,2,,,2,0,,0,0,3,2,4,0,0,0,0,0,0,0,0
India,Chhattisgarh,Mungeli,0,278450,278450,278450,3,6,6,6,6,70,27,30,27,85,4,4,5,22,5,,4,2,0,,2
India,Chhattisgarh,Mungeli,0,278450,92597,80744,3,2,4,2,44,64,22,26,23,59,39,98,44,20,4,,4,2,0,0,2
India,Chhattisgarh,Mungeli,5,278450,8807,68534,3,,3,2,4,62,20,25,23,56,36,93,42,9,4,0,4,2,0,0,2
India,Chhattisgarh,Mungeli,20,278450,8589,67328,3,,3,2,40,62,20,24,22,55,34,92,4,8,4,0,4,2,0,0,2
India,Chhattisgarh,Mungeli,25,278450,8387,64550,3,9,3,9,36,59,9,22,2,52,33,85,39,7,4,0,4,2,0,0,2
India,Chhattisgarh,Mungeli,30,278450,74732,5207,3,9,3,9,36,58,8,22,20,52,32,84,38,6,3,0,4,2,0,0,2
India,Chhattisgarh,Mungeli,50,278450,3089,6425,3,5,,,9,9,5,6,8,4,3,8,0,7,,0,,,0,0,2
India,Chhattisgarh,Mungeli,75,278450,307,65,3,3,0,0,0,0,0,0,3,0,,,,0,0,0,0,0,0,0,
India,Chhattisgarh,Narayanpur,0,392992,392992,392992,446,62,498,232,98,384,54,409,38,560,6,567,40,902,782,3,397,26,455,28,463
India,Chhattisgarh,Narayanpur,0,392992,304276,288033,446,58,490,232,92,375,49,393,30,553,0,528,38,880,750,955,357,86,392,229,433
India,Chhattisgarh,Narayanpur,5,392992,29488,27955,446,54,486,230,88,369,46,385,27,55,0,50,365,873,740,938,347,69,374,2,425
India,Chhattisgarh,Narayanpur,20,392992,28880,269236,446,53,485,230,88,368,45,383,26,550,99,507,360,866,73,925,333,57,363,98,420
India,Chhattisgarh,Narayanpur,25,392992,2874,262067,446,52,483,229,85,363,44,379,24,548,99,499,352,855,723,92,323,48,352,87,42
India,Chhattisgarh,Narayanpur,30,392992,27260,249478,446,5,480,229,84,360,43,377,23,547,98,494,344,843,706,896,300,29,332,64,402
India,Chhattisgarh,Narayanpur,50,392992,227285,48248,446,29,427,2,58,300,8,334,2,54,84,46,258,722,569,73,95,849,2,969,38
India,Chhattisgarh,Narayanpur,75,392992,20240,3327,446,48,2,68,29,72,25,82,27,222,23,34,58,88,55,77,5,3,8,6,2
India,Chhattisgarh,Raigarh,0,70842,70842,70842,4,206,,59,78,2,43,52,46,65,28,0,97,6,7,3,,,8,5,5
India,Chhattisgarh,Raigarh,0,70842,7644,90946,4,204,8,46,55,4,27,39,26,44,6,66,58,4,8,2,,,7,2,2
India,Chhattisgarh,Raigarh,5,70842,93224,6327,4,204,8,44,54,3,26,37,25,4,5,64,56,3,6,,,,6,2,2
India,Chhattisgarh,Raigarh,20,70842,8730,59232,4,204,8,44,5,3,26,36,23,39,4,6,53,3,6,,0,,6,,
India,Chhattisgarh,Raigarh,25,70842,72766,52855,4,203,8,43,5,3,25,36,2,38,4,60,5,2,5,,0,,6,,
India,Chhattisgarh,Raigarh,30,70842,55534,39766,4,203,8,43,50,3,25,35,2,38,3,59,49,2,4,0,0,,5,0,
India,Chhattisgarh,Raigarh,50,70842,8523,963,4,98,5,29,27,6,5,2,8,8,4,25,7,0,0,0,0,0,,0,0
India,Chhattisgarh,Raigarh,75,70842,6,48,4,68,2,6,5,,7,8,,7,,9,6,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,0,353390,353390,353390,0,3,5,,4,3,,6,4,5,5,6,,4,2,2,0,2,0,0,0
India,Chhattisgarh,Raipur,0,353390,279,2238,0,3,2,,,,0,,4,,2,3,3,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,5,353390,64,470,0,2,,,,,0,0,4,0,2,3,2,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,20,353390,3,406,0,2,,,,,0,0,3,0,2,3,2,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,25,353390,639,20,0,2,,0,,,0,0,3,0,2,3,2,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,30,353390,370,888,0,2,,0,,,0,0,3,0,2,2,2,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,50,353390,0,2,0,,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,75,353390,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Rajnandgaon,0,806554,806554,806554,50,429,243,283,283,207,344,93,69,64,47,474,268,67,303,83,48,5,76,8,42
India,Chhattisgarh,Rajnandgaon,0,806554,85777,7355,50,407,23,269,262,88,33,79,43,47,40,424,23,44,263,70,48,5,72,7,39
India,Chhattisgarh,Rajnandgaon,5,806554,62642,4646,50,397,228,264,254,80,302,75,34,40,36,40,203,40,255,69,48,5,70,7,39
India,Chhattisgarh,Rajnandgaon,20,806554,53340,44023,50,394,227,263,252,78,299,75,32,38,36,397,95,37,249,68,48,5,68,7,39
India,Chhattisgarh,Rajnandgaon,25,806554,38769,3865,50,374,28,249,237,67,282,70,22,30,33,368,7,28,233,65,47,5,67,6,36
India,Chhattisgarh,Rajnandgaon,30,806554,32,7362,50,370,27,245,232,64,276,69,9,28,32,36,56,4,96,52,47,4,59,5,33
India,Chhattisgarh,Rajnandgaon,50,806554,6706,2055,50,227,8,,8,76,38,29,52,64,6,92,39,28,78,5,3,0,29,8,0
India,Chhattisgarh,Rajnandgaon,75,806554,50,26,50,30,9,2,7,5,4,,,3,0,0,,0,0,0,0,0,0,0,0
India,Chhattisgarh,Sukma,0,525060,525060,525060,44,74,32,52,90,89,23,273,82,32,7,502,226,59,29,83,67,90,26,73,69
India,Chhattisgarh,Sukma,0,525060,227346,69260,44,66,268,3,56,54,72,228,55,4,63,396,90,43,95,53,38,78,3,62,56
India,Chhattisgarh,Sukma,5,525060,20073,39679,44,62,250,23,4,4,55,20,45,8,58,354,77,39,86,48,3,74,97,59,53
India,Chhattisgarh,Sukma,20,525060,9649,3709,44,6,246,20,37,38,50,207,43,6,57,346,72,36,82,44,26,73,93,56,52
India,Chhattisgarh,Sukma,25,525060,77744,30509,44,57,232,3,26,28,40,92,33,99,53,320,6,33,74,39,20,70,89,54,49
India,Chhattisgarh,Sukma,30,525060,5088,8640,44,56,228,0,23,24,36,89,3,96,52,33,56,28,6,3,6,65,80,49,44
India,Chhattisgarh,Sukma,50,525060,99732,38888,44,37,38,6,58,56,65,24,78,57,30,48,86,5,34,4,65,5,53,34,30
India,Chhattisgarh,Sukma,75,525060,5728,3,44,5,42,2,0,6,9,34,2,0,4,4,,0,0,0,4,,2,,0
India,Chhattisgarh,Surajpur,0,54420,54420,54420,,6,5,3,6,0,44,2,2,9,45,25,43,20,3,2,0,34,7,0,2
India,Chhattisgarh,Surajpur,0,54420,34639,95757,,5,2,,,5,25,3,5,,26,6,29,9,4,2,0,9,,0,0
India,Chhattisgarh,Surajpur,5,54420,7820,655,,5,,,0,5,22,,4,8,23,4,27,8,4,,0,7,0,0,0
India,Chhattisgarh,Surajpur,20,54420,559,60799,,5,,,8,4,2,0,4,7,9,3,25,7,3,,0,7,0,0,0
India,Chhattisgarh,Surajpur,25,54420,88886,56279,,5,,,7,4,9,9,3,7,8,2,24,6,2,,0,5,0,0,0
India,Chhattisgarh,Surajpur,30,54420,70867,40372,,5,,,7,4,9,9,2,7,7,2,23,6,,0,0,3,0,0,0
India,Chhattisgarh,Surajpur,50,54420,6037,3362,,2,0,0,0,0,,,0,0,,0,2,0,0,0,0,0,0,0,0
India,Chhattisgarh,Surajpur,75,54420,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Surguja,0,399359,399359,399359,,0,,4,4,7,24,,20,7,23,25,60,3,23,,20,27,5,3,7
India,Chhattisgarh,Surguja,0,399359,79640,6297,,9,,3,,5,8,9,8,5,9,22,47,5,5,,7,7,2,2,6
India,Chhattisgarh,Surguja,5,399359,6739,4594,,8,,3,0,5,5,9,7,4,7,2,44,2,3,,6,3,,2,6
India,Chhattisgarh,Surguja,20,399359,62903,44677,,8,,3,0,5,3,9,7,4,6,20,43,0,2,,6,3,,2,6
India,Chhattisgarh,Surguja,25,399359,58530,42463,,8,,3,9,4,2,8,6,3,4,20,4,0,2,,6,0,,2,5
India,Chhattisgarh,Surguja,30,399359,550,32745,,8,,3,8,4,,8,6,3,4,9,40,9,,,5,8,,2,5
India,Chhattisgarh,Surguja,50,399359,3846,2927,,4,,,2,,2,2,6,4,2,4,0,0,0,0,0,,0,0,0
India,Chhattisgarh,Surguja,75,399359,78,80,,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
India,Chhattisgarh,Uttar Bastar Kanker,0,75735,75735,75735,55,559,277,24,78,478,596,360,36,592,44,2036,952,35,234,2,60,8,207,53,98
India,Chhattisgarh,Uttar Bastar Kanker,0,75735,27855,26454,55,524,247,206,669,424,537,306,30,5,25,829,880,3,206,0,53,,96,44,94
India,Chhattisgarh,Uttar Bastar Kanker,5,75735,255500,233264,55,502,230,93,644,40,5,285,292,476,9,723,826,7,98,96,5,9,90,42,93
India,Chhattisgarh,Uttar Bastar Kanker,20,75735,246839,230809,55,498,227,89,640,397,506,28,287,469,8,700,83,5,93,92,50,8,87,40,92
India,Chhattisgarh,Uttar Bastar Kanker,25,75735,23939,224640,55,47,209,74,608,368,474,26,266,433,5,599,773,98,83,86,46,7,82,36,90
India,Chhattisgarh,Uttar Bastar Kanker,30,75735,207926,200686,55,464,203,7,597,362,466,256,26,423,3,567,749,84,62,74,38,4,74,28,87
India,Chhattisgarh,Uttar Bastar Kanker,50,75735,39284,7359,55,340,7,76,34,205,27,46,49,240,77,953,479,37,89,40,97,74,4,86,65
India,Chhattisgarh,Uttar Bastar Kanker,75,75735,845,679,55,85,2,5,47,29,37,30,22,38,24,33,55,,,,3,6,7,5,8
India,Dadra and Nagar Haveli,Dadra and Nagar Haveli,0,4952,4952,4952,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0
India,Dadra and Nagar Haveli,Dadra and Nagar Haveli,0,4952,797,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Dadra and Nagar Haveli,Dadra and Nagar Haveli,5,4952,3567,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Dadra and Nagar Haveli,Dadra and Nagar Haveli,20,4952,36,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Dadra and Nagar Haveli,Dadra and Nagar Haveli,25,4952,392,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Dadra and Nagar Haveli,Dadra and Nagar Haveli,30,4952,457,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Dadra and Nagar Haveli,Dadra and Nagar Haveli,50,4952,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Dadra and Nagar Haveli,Dadra and Nagar Haveli,75,4952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Daman,0,583,583,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Daman,0,583,777,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Daman,5,583,244,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Daman,20,583,220,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Daman,25,583,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Daman,30,583,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Daman,50,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Daman,75,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Diu,0,2523,2523,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Diu,0,2523,39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Diu,5,2523,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Diu,20,2523,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Diu,25,2523,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Diu,30,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Diu,50,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Daman and Diu,Diu,75,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Goa,North Goa,0,70604,70604,70604,,2,3,3,2,9,3,9,20,9,8,25,7,,0,2,45,60,59,48,55
India,Goa,North Goa,0,70604,73985,52587,,0,,2,,5,7,4,3,5,7,7,2,6,7,,23,33,33,33,44
India,Goa,North Goa,5,70604,60820,39337,,0,,2,,3,7,4,,3,6,3,2,5,6,,20,30,26,3,42
India,Goa,North Goa,20,70604,57973,37488,,0,,2,,2,6,4,0,3,5,2,,5,6,,9,29,25,30,4
India,Goa,North Goa,25,70604,5067,35273,,0,,2,0,2,5,3,9,3,4,,,4,5,,6,23,22,28,39
India,Goa,North Goa,30,70604,495,26028,,0,,2,0,2,5,3,9,3,4,,0,3,5,,3,7,7,24,35
